"title"	"auteur"	"pid"	"venue"	"volume"	"number"	"pages"	"year"	"key"	"type"	"doi"	"ee"	"url"
"Rational choice and valuation of public libraries - can economic models for evaluating non-market goods be applied to public libraries?"	"    Svanhild Aabø    Ragnar Audunson"	"    75/612    119/7946"	"JOLIS"	"34"	"1"	"5-15"	"2002"	"journals/jolis/AaboA02"	"Journal Articles"	"10.1177/096100060203400102"	"https://doi.org/10.1177/096100060203400102"	"https://dblp.org/rec/journals/jolis/AaboA02"
"Scientific Developments and the EPS-SG Scatterometer."	"    Ad Stoffelen    Signe Aaboe    Jean-Christophe Calvet    James Cotton    Giovanna De Chiara    Julia Figa-Saldana    Alexis Aurelien Mouche    Marcos Portabella    Klaus Scipal    Wolfgang Wagner 0001"	"    01/9628    233/6502    86/8959    233/6555    117/7196    77/8997    89/9908    76/8998    88/9001    16/1355-1"	"IEEE J Sel. Topics in Appl. Earth Observ. and Remote Sensing"	"10"	"5"	"2086-2097"	"2017"	"journals/staeors/StoffelenACCCFM17"	"Journal Articles"	"10.1109/JSTARS.2017.2696424"	"https://doi.org/10.1109/JSTARS.2017.2696424"	"https://dblp.org/rec/journals/staeors/StoffelenACCCFM17"
"Development and validation of the Multimodal Presence Scale for virtual reality environments - A confirmatory factor analysis and item response theory approach."	"    Guido Makransky    Lau Lilleholt    Anders Aaby"	"    198/8342    199/9114    199/9176"	"Comput. Hum. Behav."	"72"	"/"	"276-285"	"2017"	"journals/chb/MakranskyLA17"	"Journal Articles"	"10.1016/J.CHB.2017.02.066"	"https://doi.org/10.1016/j.chb.2017.02.066"	"https://dblp.org/rec/journals/chb/MakranskyLA17"
"Interactive, graphical processing unit-based evaluation of evacuation scenarios at the state scale."	"    Kalyan S. Perumalla    Brandon G. Aaby    Srikanth B. Yoginath    Sudip K. Seal"	"    15/4026    33/1497    y/SrikanthBYoginath    31/7391"	"Simulation"	"88"	"6"	"746-761"	"2012"	"journals/simulation/PerumallaAYS12"	"Journal Articles"	"10.1177/0037549711425236"	"https://doi.org/10.1177/0037549711425236"	"https://dblp.org/rec/journals/simulation/PerumallaAYS12"
"Montgomery County&apos;s Public Health Service Uses Operations Research to Plan Emergency Mass Dispensing and Vaccination Clinics."	"    Kay Aaby    Jeffrey W. Herrmann    Carol S. Jordan    Mark A. Treadwell    Kathy Wood"	"    89/7879    93/130    76/7877    39/2257    04/7877"	"Interfaces"	"36"	"6"	"569-579"	"2006"	"journals/interfaces/AabyHJTW06"	"Journal Articles"	"10.1287/INTE.1060.0229"	"https://doi.org/10.1287/inte.1060.0229"	"https://dblp.org/rec/journals/interfaces/AabyHJTW06"
"Automated modelling of signal transduction networks."	"    Martin Steffen    Allegra Petti    John Aach    Patrik D&apos;haeseleer    George M. Church"	"    20/4803    71/4931    80/2778    63/5118    77/5352"	"BMC Bioinformatics"	"3"	"/"	"34"	"2002"	"journals/bmcbi/SteffenPADC02"	"Journal Articles"	"10.1186/1471-2105-3-34"	"https://doi.org/10.1186/1471-2105-3-34"	"https://dblp.org/rec/journals/bmcbi/SteffenPADC02"
"Aligning gene expression time series with time warping algorithms."	"    John Aach    George M. Church"	"    80/2778    77/5352"	"Bioinformatics"	"17"	"6"	"495-508"	"2001"	"journals/bioinformatics/AachC01"	"Journal Articles"	"10.1093/BIOINFORMATICS/17.6.495"	"https://doi.org/10.1093/bioinformatics/17.6.495"	"https://dblp.org/rec/journals/bioinformatics/AachC01"
"Design and Implementation of Multisteerable Matched Filters."	"    Matthias Mühlich    David Friedrich    Til Aach"	"    57/4320    36/9774    47/1735"	"IEEE Trans. Pattern Anal. Mach. Intell."	"34"	"2"	"279-291"	"2012"	"journals/pami/MuhlichFA12"	"Journal Articles"	"10.1109/TPAMI.2011.143"	"https://doi.org/10.1109/TPAMI.2011.143"	"https://dblp.org/rec/journals/pami/MuhlichFA12"
"Shift Variance Measures for Multirate LPSV Filter Banks With Random Input Signals."	"    Til Aach    Hartmut Führ"	"    47/1735    63/6635"	"IEEE Trans. Signal Processing"	"60"	"10"	"5125-5134"	"2012"	"journals/tsp/AachF12"	"Journal Articles"	"10.1109/TSP.2012.2205683"	"https://doi.org/10.1109/TSP.2012.2205683"	"https://dblp.org/rec/journals/tsp/AachF12"
"Advances in medical image processing - A Special Issue on the Workshop in Aachen, Germany, March 2010."	"    Thomas Martin Deserno    Til Aach    Katrin Amunts    Walter Hillen    Torsten W. Kuhlen    Ingrid Scholl"	"    l/ThomasMartinLehmann    47/1735    35/3008    16/6220    k/TorstenKuhlen    s/IngridScholl"	"Computer Science - R&amp;D"	"26"	"1-2"	"1-3"	"2011"	"journals/ife/DesernoAAHKS11"	"Journal Articles"	"10.1007/S00450-010-0142-0"	"https://doi.org/10.1007/s00450-010-0142-0"	"https://dblp.org/rec/journals/ife/DesernoAAHKS11"
"Real-time image composition of bladder mosaics in fluorescence endoscopy."	"    Alexander Behrens    Michael Bommes    Thomas Stehle    Sebastian Gross    Steffen Leonhardt    Til Aach"	"    98/4621    99/9101    53/738    63/1924    20/6764    47/1735"	"Computer Science - R&amp;D"	"26"	"1-2"	"51-64"	"2011"	"journals/ife/BehrensBSGLA11"	"Journal Articles"	"10.1007/S00450-010-0135-Z"	"https://doi.org/10.1007/s00450-010-0135-z"	"https://dblp.org/rec/journals/ife/BehrensBSGLA11"
"A non-linear multi-scale blending algorithm for fluorescence bladder images."	"    Alexander Behrens    Martin Guski    Thomas Stehle    Sebastian Gross    Til Aach"	"    98/4621    64/9102    53/738    63/1924    47/1735"	"Computer Science - R&amp;D"	"26"	"1-2"	"125-134"	"2011"	"journals/ife/BehrensGSGA11"	"Journal Articles"	"10.1007/S00450-010-0144-Y"	"https://doi.org/10.1007/s00450-010-0144-y"	"https://dblp.org/rec/journals/ife/BehrensGSGA11"
"Geometric Calibration of Lens and Filter Distortions for Multispectral Filter-Wheel Cameras."	"    Johannes Brauers    Til Aach"	"    08/3906    47/1735"	"IEEE Trans. Image Processing"	"20"	"2"	"496-505"	"2011"	"journals/tip/BrauersA11"	"Journal Articles"	"10.1109/TIP.2010.2062193"	"https://doi.org/10.1109/TIP.2010.2062193"	"https://dblp.org/rec/journals/tip/BrauersA11"
"Simultaneous Reconstruction of Activity and Attenuation for PET/MR."	"    André Salomon    Andreas Goedicke    Bernd Schweizer    Til Aach    Volkmar Schulz"	"    97/9368    07/9374    58/9371    47/1735    59/9370"	"IEEE Trans. Med. Imaging"	"30"	"3"	"804-813"	"2011"	"journals/tmi/SalomonGSAS11"	"Journal Articles"	"10.1109/TMI.2010.2095464"	"https://doi.org/10.1109/TMI.2010.2095464"	"https://dblp.org/rec/journals/tmi/SalomonGSAS11"
"Range Flow in Varying Illumination - Algorithms and Comparisons."	"    Tobias Schuchert    Til Aach    Hanno Scharr"	"    21/3272    47/1735    64/2329"	"IEEE Trans. Pattern Anal. Mach. Intell."	"32"	"9"	"1646-1658"	"2010"	"journals/pami/SchuchertAS10"	"Journal Articles"	"10.1109/TPAMI.2009.162"	"https://doi.org/10.1109/TPAMI.2009.162"	"https://dblp.org/rec/journals/pami/SchuchertAS10"
"MATLAB Meets LEGO Mindstorms - A Freshman Introduction Course Into Practical Engineering."	"    Alexander Behrens    Linus Atorf    Robert Schwann    Bernd Neumann    Rainer Schnitzler    Johannes Ballé    Thomas Herold    Aulis Telle    Tobias G. Noll    Kay Hameyer    Til Aach"	"    98/4621    77/9519    37/9520    n/BerndNeumann    76/4502    84/4973    22/9519    28/9520    73/3862    60/9519    47/1735"	"IEEE Trans. Education"	"53"	"2"	"306-317"	"2010"	"journals/te/BehrensASNSBHTNHA10"	"Journal Articles"	"10.1109/TE.2009.2017272"	"https://doi.org/10.1109/TE.2009.2017272"	"https://dblp.org/rec/journals/te/BehrensASNSBHTNHA10"
"Texture Classification by Modeling Joint Distributions of Local Patterns With Gaussian Mixtures."	"    Henning Lategahn    Sebastian Gross    Thomas Stehle    Til Aach"	"    00/8116    63/1924    53/738    47/1735"	"IEEE Trans. Image Processing"	"19"	"6"	"1548-1557"	"2010"	"journals/tip/LategahnGSA10"	"Journal Articles"	"10.1109/TIP.2010.2042100"	"https://doi.org/10.1109/TIP.2010.2042100"	"https://dblp.org/rec/journals/tip/LategahnGSA10"
"High Dynamic Range Microscopy for Cytopathological Cancer Diagnosis."	"    André A. Bell    Johannes Brauers    Jens N. Kaftan    Dietrich Meyer-Ebrecht    Alfred Böcking    Til Aach"	"    33/327    08/3906    70/1675    53/5059    14/6441    47/1735"	"J. Sel. Topics Signal Processing"	"3"	"1"	"170-184"	"2009"	"journals/jstsp/BellBKMBA09"	"Journal Articles"	"10.1109/JSTSP.2008.2011101"	"https://doi.org/10.1109/JSTSP.2008.2011101"	"https://dblp.org/rec/journals/jstsp/BellBKMBA09"
"Video-Based Measuring of Quality Parameters for Tricuspid Xenograft Heart Valve Implants."	"    Alexandru Paul Condurache    Tobias Hahn    Michael Scharfschwerdt    Alfred Mertins    Til Aach"	"    50/1678    31/4193    35/5616    93/2424    47/1735"	"IEEE Trans. Biomed. Engineering"	"56"	"12"	"2868-2878"	"2009"	"journals/tbe/ConduracheHSMA09"	"Journal Articles"	"10.1109/TBME.2008.2001290"	"https://doi.org/10.1109/TBME.2008.2001290"	"https://dblp.org/rec/journals/tbe/ConduracheHSMA09"
"Scene Analysis from Viewing Orientations in a Shooting Environment of Multiple Mobile Phones."	"    Shogo Tokai    Takayoshi Morioka    Hiroyuki Hase"	"    15/4824    162/6708    69/4103"	"IEICE Transactions"	"97-A"	"11"	"2178-2180"	"2014"	"journals/ieicet/TokaiMH14"	"Journal Articles"	"10.1587/TRANSFUN.E97.A.2178"	"https://doi.org/10.1587/transfun.E97.A.2178"	"https://dblp.org/rec/journals/ieicet/TokaiMH14"
"Directional View Interpolation for Compensation of Sparse Angular Sampling in Cone-Beam CT."	"    Matthias Bertram    Jens Wiegert    Dirk Schäfer 0001    Til Aach    Georg Rose"	"    33/4902    46/6198    97/114-1    47/1735    04/4271"	"IEEE Trans. Med. Imaging"	"28"	"7"	"1011-1022"	"2009"	"journals/tmi/BertramWSAR09"	"Journal Articles"	"10.1109/TMI.2008.2011550"	"https://doi.org/10.1109/TMI.2008.2011550"	"https://dblp.org/rec/journals/tmi/BertramWSAR09"
"On bounds of shift variance in two-channel multirate filter banks."	"    Til Aach    Hartmut Führ"	"    47/1735    63/6635"	"IEEE Trans. Signal Processing"	"57"	"11"	"4292-4303"	"2009"	"journals/tsp/AachF09"	"Journal Articles"	"10.1109/TSP.2009.2025981"	"https://doi.org/10.1109/TSP.2009.2025981"	"https://dblp.org/rec/journals/tsp/AachF09"
"Geometric Calibration of Lens and Filter Distortions for Multispectral Filter-Wheel Cameras."	"    Johannes Brauers    Til Aach"	"    08/3906    47/1735"	"IEEE Trans. Image Processing"	"20"	"2"	"496-505"	"2011"	"journals/tip/BrauersA11"	"Journal Articles"	"10.1109/TIP.2010.2062193"	"https://doi.org/10.1109/TIP.2010.2062193"	"https://dblp.org/rec/journals/tip/BrauersA11"
"Multispectral Filter-Wheel Cameras - Geometric Distortion Model and Compensation Algorithms."	"    Johannes Brauers    Nils Schulte    Til Aach"	"    08/3906    03/2150    47/1735"	"IEEE Trans. Image Processing"	"17"	"12"	"2368-2380"	"2008"	"journals/tip/BrauersSA08"	"Journal Articles"	"10.1109/TIP.2008.2006605"	"https://doi.org/10.1109/TIP.2008.2006605"	"https://dblp.org/rec/journals/tip/BrauersSA08"
"Comparative Analysis of Shift Variance and Cyclostationarity in Multirate Filter Banks."	"Til Aach"	"47/1735"	"IEEE Trans. on Circuits and Systems"	"54-I"	"5"	"1077-1087"	"2007"	"journals/tcas/Aach07"	"Journal Articles"	"10.1109/TCSI.2007.890630"	"https://doi.org/10.1109/TCSI.2007.890630"	"https://dblp.org/rec/journals/tcas/Aach07"
"Analysis of Superimposed Oriented Patterns."	"    Til Aach    Cicero Mota    Ingo Stuke    Matthias Mühlich    Erhardt Barth"	"    47/1735    08/804    32/6029    57/4320    90/4529"	"IEEE Trans. Image Processing"	"15"	"12"	"3690-3700"	"2006"	"journals/tip/AachMSMB06"	"Journal Articles"	"10.1109/TIP.2006.884921"	"https://doi.org/10.1109/TIP.2006.884921"	"https://dblp.org/rec/journals/tip/AachMSMB06"
"Spatial and spectral analysis of occluded motions."	"    Cicero Mota    Ingo Stuke    Til Aach    Erhardt Barth"	"    08/804    32/6029    47/1735    90/4529"	"Signal Process. Image Commun."	"20"	"6"	"529-536"	"2005"	"journals/spic/MotaSAB05"	"Journal Articles"	"10.1016/J.IMAGE.2005.03.008"	"https://doi.org/10.1016/j.image.2005.03.008"	"https://dblp.org/rec/journals/spic/MotaSAB05"
"Special issue on digital signal processing in audiovisual communication."	"    Til Aach    Gert Hauske"	"    47/1735    76/2671"	"Signal Process."	"80"	"11"	"2261-2263"	"2000"	"journals/sigpro/AachH00"	"Journal Articles"	"10.1016/S0165-1684(00)00114-6"	"https://doi.org/10.1016/S0165-1684(00)00114-6"	"https://dblp.org/rec/journals/sigpro/AachH00"
"Editorial - Hans Dieter Lüke turns 65."	"    Til Aach    Gert Hauske"	"    47/1735    76/2671"	"Signal Process."	"80"	"11"	"2265-2266"	"2000"	"journals/sigpro/AachH00a"	"Journal Articles"	"10.1016/S0165-1684(00)00115-8"	"https://doi.org/10.1016/S0165-1684(00)00115-8"	"https://dblp.org/rec/journals/sigpro/AachH00a"
"A lapped directional transform for spectral image analysis and its application to restoration and enhancement."	"    Til Aach    Dietmar Kunz"	"    47/1735    92/6121"	"Signal Process."	"80"	"11"	"2347-2364"	"2000"	"journals/sigpro/AachK00"	"Journal Articles"	"10.1016/S0165-1684(00)00122-5"	"https://doi.org/10.1016/S0165-1684(00)00122-5"	"https://dblp.org/rec/journals/sigpro/AachK00"
"An Illumination-Invariant Change Detection Method Based on Disparity Saliency Map for Multitemporal Optical Remotely Sensed Images."	"    Xue Wan    Jianguo Liu 0005    Shengyang Li    John Dawson 0002    Hongshi Yan"	"    163/6889    43/3303    125/9522    46/6737-2    45/2518"	"IEEE Trans. Geoscience and Remote Sensing"	"57"	"3"	"1311-1324"	"2019"	"journals/tgrs/WanLLDY19"	"Journal Articles"	"10.1109/TGRS.2018.2865961"	"https://doi.org/10.1109/TGRS.2018.2865961"	"https://dblp.org/rec/journals/tgrs/WanLLDY19"
"Digital image acquisition and processing in medical x-ray imaging."	"    Til Aach    Ulrich Schiebel    Gerhard Spekowius"	"    47/1735    97/8305    35/8306"	"J. Electronic Imaging"	"8"	"1"	"7-22"	"1999"	"journals/jei/AachSS99"	"Journal Articles"	"10.1117/1.482680"	"https://doi.org/10.1117/1.482680"	"https://dblp.org/rec/journals/jei/AachSS99"
"Coding of segmented images using shape-independent basis functions."	"    André Kaup    Til Aach"	"    00/6329    47/1735"	"IEEE Trans. Image Processing"	"7"	"7"	"937-947"	"1998"	"journals/tip/KaupA98"	"Journal Articles"	"10.1109/83.701143"	"https://doi.org/10.1109/83.701143"	"https://dblp.org/rec/journals/tip/KaupA98"
"On texture analysis - Local energy transforms versus quadrature filters."	"    Til Aach    André Kaup    Rudolf Mester"	"    47/1735    00/6329    04/2727"	"Signal Process."	"45"	"2"	"173-181"	"1995"	"journals/sigpro/AachKM95"	"Journal Articles"	"10.1016/0165-1684(95)00049-J"	"https://doi.org/10.1016/0165-1684(95)00049-J"	"https://dblp.org/rec/journals/sigpro/AachKM95"
"Bayesian algorithms for adaptive change detection in image sequences using Markov random fields."	"    Til Aach    André Kaup"	"    47/1735    00/6329"	"Signal Process. Image Commun."	"7"	"2"	"147-160"	"1995"	"journals/spic/AachK95"	"Journal Articles"	"10.1016/0923-5965(95)00003-F"	"https://doi.org/10.1016/0923-5965(95)00003-F"	"https://dblp.org/rec/journals/spic/AachK95"
"Bayesian algorithms for image segmentation, change detection and displacement estimation."	"Til Aach"	"47/1735"	"Signal Process."	"37"	"2"	"301"	"1994"	"journals/sigpro/Aach94"	"Journal Articles"	"10.1016/0165-1684(94)90111-2"	"https://doi.org/10.1016/0165-1684(94)90111-2"	"https://dblp.org/rec/journals/sigpro/Aach94"
"Disparity-based segmentation of stereoscopic foreground/background image sequences."	"    Til Aach    André Kaup"	"    47/1735    00/6329"	"IEEE Trans. Communications"	"42"	"234"	"673-679"	"1994"	"journals/tcom/AachK94"	"Journal Articles"	"10.1109/TCOMM.1994.577095"	"https://doi.org/10.1109/TCOMM.1994.577095"	"https://dblp.org/rec/journals/tcom/AachK94"
"Statistical model-based change detection in moving video."	"    Til Aach    André Kaup    Rudolf Mester"	"    47/1735    00/6329    04/2727"	"Signal Process."	"31"	"2"	"165-180"	"1993"	"journals/sigpro/AachKM93"	"Journal Articles"	"10.1016/0165-1684(93)90063-G"	"https://doi.org/10.1016/0165-1684(93)90063-G"	"https://dblp.org/rec/journals/sigpro/AachKM93"
"Privacy-Preserving Optimal Meeting Location Determination on Mobile Devices."	"    Igor Bilogrevic    Murtuza Jadliwala    Vishal Joneja    Kübra Kalkan    Jean-Pierre Hubaux    Imad Aad"	"    52/8356    09/5967    147/5416    53/9959    h/JPHubaux    94/5314"	"IEEE Trans. Information Forensics and Security"	"9"	"7"	"1141-1156"	"2014"	"journals/tifs/BilogrevicJJKHA14"	"Journal Articles"	"10.1109/TIFS.2014.2318435"	"https://doi.org/10.1109/TIFS.2014.2318435"	"https://dblp.org/rec/journals/tifs/BilogrevicJJKHA14"
"From big smartphone data to worldwide research - The Mobile Data Challenge."	"    Juha K. Laurila    Daniel Gatica-Perez    Imad Aad    Jan Blom    Olivier Bornet    Trinh Minh Tri Do    Olivier Dousse    Julien Eberle    Markus Miettinen"	"    138/9627    55/1328    94/5314    31/151    42/9337    55/3108    08/1449    121/4498    05/617"	"Pervasive Mob. Comput."	"9"	"6"	"752-771"	"2013"	"journals/percom/LaurilaGABBDDEM13"	"Journal Articles"	"10.1016/J.PMCJ.2013.07.014"	"https://doi.org/10.1016/j.pmcj.2013.07.014"	"https://dblp.org/rec/journals/percom/LaurilaGABBDDEM13"
"E-MAC - an elastic MAC layer for IEEE 802.11 networks."	"    Qing Wei 0001    Imad Aad    Luca Scalia    Jörg Widmer    Philipp Hofmann    Luis Loyola"	"    66/1812-1    94/5314    75/2157    07/3803    78/1098    66/4358"	"Wireless Communications and Mobile Computing"	"13"	"4"	"393-409"	"2013"	"journals/wicomm/WeiASWHL13"	"Journal Articles"	"10.1002/WCM.1107"	"https://doi.org/10.1002/wcm.1107"	"https://dblp.org/rec/journals/wicomm/WeiASWHL13"
"Meetings through the cloud - Privacy-preserving scheduling on mobile devices."	"    Igor Bilogrevic    Murtuza Jadliwala    Praveen Kumar 0003    Sudeep Singh Walia    Jean-Pierre Hubaux    Imad Aad    Valtteri Niemi"	"    52/8356    09/5967    95/448-3    20/9764    h/JPHubaux    94/5314    17/1565"	"J. Syst. Softw."	"84"	"11"	"1910-1927"	"2011"	"journals/jss/BilogrevicJKWHAN11"	"Journal Articles"	"10.1016/J.JSS.2011.04.027"	"https://doi.org/10.1016/j.jss.2011.04.027"	"https://dblp.org/rec/journals/jss/BilogrevicJKWHAN11"
"Impact of denial of service attacks on ad hoc networks."	"    Imad Aad    Jean-Pierre Hubaux    Edward W. Knightly"	"    94/5314    h/JPHubaux    k/EWKnightly"	"IEEE/ACM Trans. Netw."	"16"	"4"	"791-802"	"2008"	"journals/ton/AadHK08"	"Journal Articles"	"10.1145/1453698.1453702"	"http://doi.acm.org/10.1145/1453698.1453702"	"https://dblp.org/rec/journals/ton/AadHK08"
"Eviction of Misbehaving and Faulty Nodes in Vehicular Networks."	"    Maxim Raya    Panagiotis Papadimitratos    Imad Aad    Daniel Jungels    Jean-Pierre Hubaux"	"    50/5973    p/PanagiotisPapadimitratos    94/5314    94/4384    h/JPHubaux"	"IEEE Journal on Selected Areas in Communications"	"25"	"8"	"1557-1568"	"2007"	"journals/jsac/RayaPAJH07"	"Journal Articles"	"10.1109/JSAC.2007.071006"	"https://doi.org/10.1109/JSAC.2007.071006"	"https://dblp.org/rec/journals/jsac/RayaPAJH07"
"DOMINO - Detecting MAC Layer Greedy Behavior in IEEE 802.11 Hotspots."	"    Maxim Raya    Imad Aad    Jean-Pierre Hubaux    Alaeddine El Fawal"	"    50/5973    94/5314    h/JPHubaux    62/891"	"IEEE Trans. Mob. Comput."	"5"	"12"	"1691-1705"	"2006"	"journals/tmc/RayaAHF06"	"Journal Articles"	"10.1109/TMC.2006.183"	"https://doi.org/10.1109/TMC.2006.183"	"https://dblp.org/rec/journals/tmc/RayaAHF06"
"Enhancing IEEE 802.11 MAC in congested environments."	"    Imad Aad    Qiang Ni    Chadi Barakat    Thierry Turletti"	"    94/5314    87/3074    63/5559    71/5329"	"Comput. Commun."	"28"	"14"	"1605-1617"	"2005"	"journals/comcom/AadNBT05"	"Journal Articles"	"10.1016/J.COMCOM.2005.02.010"	"https://doi.org/10.1016/j.comcom.2005.02.010"	"https://dblp.org/rec/journals/comcom/AadNBT05"
"EnhancingIEEE 802.11 performance in congested environments."	"    Imad Aad    Claude Castelluccia"	"    94/5314    77/1880"	"Annales des Télécommunications"	"58"	"3-4"	"397-416"	"2003"	"journals/adt/AadC03"	"Journal Articles"	"10.1007/BF03001022"	"https://doi.org/10.1007/BF03001022"	"https://dblp.org/rec/journals/adt/AadC03"
"Antidirected Hamiltonian paths and directed cycles in tournaments."	"    Amine El Sahili    Maria Abi Aad"	"    12/31    220/2651"	"Discret. Math."	"341"	"7"	"2018-2027"	"2018"	"journals/dm/SahiliA18"	"Journal Articles"	"10.1016/J.DISC.2018.02.026"	"https://doi.org/10.1016/j.disc.2018.02.026"	"https://dblp.org/rec/journals/dm/SahiliA18"
"Preemption-Enabled Setup of Optical Connections Coupled with Event-Driven Rerouting."	"    Wissam Fawaz    Zahi Nakad    Maroun Aad"	"    98/6382    48/4927    23/10820"	"IEEE Communications Letters"	"15"	"2"	"250-252"	"2011"	"journals/icl/FawazNA11"	"Journal Articles"	"10.1109/LCOMM.2011.122010.102058"	"https://doi.org/10.1109/LCOMM.2011.122010.102058"	"https://dblp.org/rec/journals/icl/FawazNA11"
"Validation of Five Minimally Obstructive Methods to Estimate Physical Activity Energy Expenditure in Young Adults in Semi-Standardized Settings."	"    Mikkel B. Schneller    Mogens T. Pedersen    Nidhi Gupta    Mette Aadahl    Andreas Holtermann"	"    186/8674    186/8607    87/635    186/8572    97/9131"	"Sensors"	"15"	"3"	"6133-6151"	"2015"	"journals/sensors/SchnellerPGAH15"	"Journal Articles"	"10.3390/S150306133"	"https://doi.org/10.3390/s150306133"	"https://dblp.org/rec/journals/sensors/SchnellerPGAH15"
"Animal study assessing safety of an acoustic coupling fluid that holds the potential to avoid surgically induced artifacts in 3D ultrasound guided operations."	"    Asgeir S. Jakola    Arve Jørgensen    Tormod Selbekk    Ralf-Peter Michler    Ole Solheim    Sverre H. Torp    Lisa M. Sagberg    Petter Aadahl    Geirmund Unsgård"	"    19/10942    144/7935    62/10942    144/7979    77/10941    144/7968    144/7881    144/7949    91/5141"	"BMC Medical Imaging"	"14"	"/"	"11"	"2014"	"journals/bmcmi/JakolaJSMSTSAU14"	"Journal Articles"	"10.1186/1471-2342-14-11"	"https://doi.org/10.1186/1471-2342-14-11"	"https://dblp.org/rec/journals/bmcmi/JakolaJSMSTSAU14"
"Electroencephalographic spectral asymmetry index for detection of depression."	"    Hiie Hinrikus    Anna Suhhova    Maie Bachmann    Kaire Aadamsoo    Ülle Võhma    Jaanus Lass    Viiu Tuulik"	"    04/9167    25/9162    23/9166    58/9166    86/9166    57/9163    56/9167"	"Med. Biol. Engineering and Computing"	"47"	"12"	"1291-1299"	"2009"	"journals/mbec/HinrikusSBAVLT09"	"Journal Articles"	"10.1007/S11517-009-0554-9"	"https://doi.org/10.1007/s11517-009-0554-9"	"https://dblp.org/rec/journals/mbec/HinrikusSBAVLT09"
"Optimal Time-Spatial Randomization Techniques for Energy Efficient IoT Access in LTE-Advanced."	"    Prashant K. Wali    N. Amudheesan Aadhithan    Debabrata Das"	"    20/1171    201/8369    37/6741"	"IEEE Trans. Vehicular Technology"	"66"	"8"	"7346-7359"	"2017"	"journals/tvt/WaliAD17"	"Journal Articles"	"10.1109/TVT.2017.2666426"	"https://doi.org/10.1109/TVT.2017.2666426"	"https://dblp.org/rec/journals/tvt/WaliAD17"
"A local and global event sentiment based efficient stock exchange forecasting using deep learning."	"    Haider Maqsood    Irfan Mehmood    Muazzam Maqsood    Muhammad Yasir    Sitara Afzal    Farhan Aadil    Mahmoud Mohamed Selim    Khan Muhammad"	"    254/7437    73/8780    218/1863    86/7269    246/3973    140/1285    254/7516    159/2187"	"Int. J. Inf. Manag."	"50"	"/"	"432-451"	"2020"	"journals/ijinfoman/MaqsoodMMYAASM20"	"Journal Articles"	"10.1016/J.IJINFOMGT.2019.07.011"	"https://doi.org/10.1016/j.ijinfomgt.2019.07.011"	"https://dblp.org/rec/journals/ijinfoman/MaqsoodMMYAASM20"
"Moth Flame Clustering Algorithm for Internet of Vehicle (MFCA-IoV)."	"    Muhammad Fahad Khan    Farhan Aadil    Muazzam Maqsood    Syed Hashim Raza Bukhari    Maqbool Hussain    Yunyoung Nam"	"    93/10671    140/1285    218/1863    180/5300    62/8151    49/2177"	"IEEE Access"	"7"	"/"	"11613-11629"	"2019"	"journals/access/KhanAMBHN19"	"Journal Articles"	"10.1109/ACCESS.2018.2886420"	"https://doi.org/10.1109/ACCESS.2018.2886420"	"https://dblp.org/rec/journals/access/KhanAMBHN19"
"Traffic Load Balancing Using Software Defined Networking (SDN) Controller as Virtualized Network Function."	"    Sikandar Ejaz    Zeshan Iqbal    Peer Azmat Shah    Bilal Haider Bukhari    Armughan Ali    Farhan Aadil"	"    239/7729    140/1234    14/8275    228/7524    150/1240    140/1285"	"IEEE Access"	"7"	"/"	"46646-46658"	"2019"	"journals/access/EjazISBAA19"	"Journal Articles"	"10.1109/ACCESS.2019.2909356"	"https://doi.org/10.1109/ACCESS.2019.2909356"	"https://dblp.org/rec/journals/access/EjazISBAA19"
"A Data Augmentation-Based Framework to Handle Class Imbalance Problem for Alzheimer&apos;s Stage Detection."	"    Sitara Afzal    Muazzam Maqsood    Faria Nazir    Umair Khan    Farhan Aadil    Khalid M. Awan    Irfan Mehmood    Oh-Young Song"	"    246/3973    218/1863    235/3018    k/UmairKhan    140/1285    145/0400    73/8780    95/2694"	"IEEE Access"	"7"	"/"	"115528-115539"	"2019"	"journals/access/AfzalMNKAAMS19"	"Journal Articles"	"10.1109/ACCESS.2019.2932786"	"https://doi.org/10.1109/ACCESS.2019.2932786"	"https://dblp.org/rec/journals/access/AfzalMNKAAMS19"
"Fuzzy Logic-based Efficient Interest Forwarding (FLEIF) in Named Data Networking."	"    Zeshan Qureshi    Peer Azmat Shah    Najam Ul Hasan    Sadaf Yasmin    Farhan Aadil    Muhammad Fahad Khan    Yunyoung Nam    Sehar Farooq Shehzad"	"    249/5909    14/8275    96/7497    95/9280    140/1285    93/10671    49/2177    249/5852"	"Trans. Emerging Telecommunications Technologies"	"30"	"9"	"/"	"2019"	"journals/ett/QureshiSHYAKNS19"	"Journal Articles"	"10.1002/ETT.3577"	"https://doi.org/10.1002/ett.3577"	"https://dblp.org/rec/journals/ett/QureshiSHYAKNS19"
"Optimized Gabor Feature Extraction for Mass Classification Using Cuckoo Search for Big Data E-Healthcare."	"    Salabat Khan    Amir Khan    Muazzam Maqsood    Farhan Aadil    Mustansar Ali Ghazanfar"	"    64/8637    132/0043    218/1863    140/1285    40/7943"	"J. Grid Comput."	"17"	"2"	"239-254"	"2019"	"journals/grid/KhanKMAG19"	"Journal Articles"	"10.1007/S10723-018-9459-X"	"https://doi.org/10.1007/s10723-018-9459-x"	"https://dblp.org/rec/journals/grid/KhanKMAG19"
